plotn,stage,date,time,temp
4,2,9/8/2023,20:01:00,7.5
4,2,9/8/2023,22:01:00,6
4,2,9/9/2023,0:01:00,5.5
4,2,9/9/2023,2:01:00,4.5
4,2,9/9/2023,4:01:00,4.5
4,2,9/9/2023,6:01:00,4.5
4,2,9/9/2023,8:01:00,4.5
4,2,9/9/2023,10:01:00,6
4,2,9/9/2023,12:01:00,7.5
4,2,9/9/2023,14:01:00,7.5
4,2,9/9/2023,16:01:00,9
4,2,9/9/2023,18:01:00,8
4,2,9/9/2023,20:01:00,6
4,2,9/9/2023,22:01:00,5
4,2,9/10/2023,0:01:00,4.5
4,2,9/10/2023,2:01:00,4
4,2,9/10/2023,4:01:00,4
4,2,9/10/2023,6:01:00,4
4,2,9/10/2023,8:01:00,4.5
4,2,9/10/2023,10:01:00,5.5
4,2,9/10/2023,12:01:00,7
4,2,9/10/2023,14:01:00,7.5
4,2,9/10/2023,16:01:00,6.5
4,2,9/10/2023,18:01:00,5
4,2,9/10/2023,20:01:00,4.5
4,2,9/10/2023,22:01:00,4
4,2,9/11/2023,0:01:00,4
4,2,9/11/2023,2:01:00,4
4,2,9/11/2023,4:01:00,3.5
4,2,9/11/2023,6:01:00,3.5
4,2,9/11/2023,8:01:00,3.5
4,2,9/11/2023,10:01:00,5
4,2,9/11/2023,12:01:00,7
4,2,9/11/2023,14:01:00,8.5
4,2,9/11/2023,16:01:00,8
4,2,9/11/2023,18:01:00,6.5
4,2,9/11/2023,20:01:00,5
4,2,9/11/2023,22:01:00,4
4,2,9/12/2023,0:01:00,2.5
4,2,9/12/2023,2:01:00,2
4,2,9/12/2023,4:01:00,1.5
4,2,9/12/2023,6:01:00,1
4,2,9/12/2023,8:01:00,2
4,2,9/12/2023,10:01:00,7.5
4,2,9/12/2023,12:01:00,14
4,2,9/12/2023,14:01:00,15
4,2,9/12/2023,16:01:00,14.5
4,2,9/12/2023,18:01:00,11
4,2,9/12/2023,20:01:00,7
4,2,9/12/2023,22:01:00,5
4,2,9/13/2023,0:01:00,3.5
4,2,9/13/2023,2:01:00,2.5
4,2,9/13/2023,4:01:00,1.5
4,2,9/13/2023,6:01:00,1.5
4,2,9/13/2023,8:01:00,3
4,2,9/13/2023,10:01:00,6.5
4,2,9/13/2023,12:01:00,10
4,2,9/13/2023,14:01:00,13.5
4,2,9/13/2023,16:01:00,15
4,2,9/13/2023,18:01:00,10
4,2,9/13/2023,20:01:00,8
4,2,9/13/2023,22:01:00,7
4,2,9/14/2023,0:01:00,6
4,2,9/14/2023,2:01:00,5.5
4,2,9/14/2023,4:01:00,4.5
4,2,9/14/2023,6:01:00,4
4,2,9/14/2023,8:01:00,4.5
4,2,9/14/2023,10:01:00,6
4,2,9/14/2023,12:01:00,10.5
4,2,9/14/2023,14:01:00,10
4,2,9/14/2023,16:01:00,10.5
4,2,9/14/2023,18:01:00,8.5
4,2,9/14/2023,20:01:00,6.5
4,2,9/14/2023,22:01:00,5.5
4,2,9/15/2023,0:01:00,5
4,2,9/15/2023,2:01:00,4.5
4,2,9/15/2023,4:01:00,4
4,2,9/15/2023,6:01:00,4
4,2,9/15/2023,8:01:00,4
4,2,9/15/2023,10:01:00,5
4,2,9/15/2023,12:01:00,7
4,2,9/15/2023,14:01:00,8.5
4,2,9/15/2023,16:01:00,7
4,2,9/15/2023,18:01:00,6
4,2,9/15/2023,20:01:00,4.5
4,2,9/15/2023,22:01:00,4
4,2,9/16/2023,0:01:00,3
4,2,9/16/2023,2:01:00,2.5
4,2,9/16/2023,4:01:00,2.5
4,2,9/16/2023,6:01:00,2
4,2,9/16/2023,8:01:00,2
4,2,9/16/2023,10:01:00,4
4,2,9/16/2023,12:01:00,8
4,2,9/16/2023,14:01:00,8.5
4,2,9/16/2023,16:01:00,7
4,2,9/16/2023,18:01:00,5
4,2,9/16/2023,20:01:00,3.5
4,2,9/16/2023,22:01:00,1.5
4,2,9/17/2023,0:01:00,1
4,2,9/17/2023,2:01:00,0.5
4,2,9/17/2023,4:01:00,0.5
4,2,9/17/2023,6:01:00,0.5
4,2,9/17/2023,8:01:00,0.5
4,2,9/17/2023,10:01:00,1.5
4,2,9/17/2023,12:01:00,8.5
4,2,9/17/2023,14:01:00,10.5
4,2,9/17/2023,16:01:00,8.5
4,2,9/17/2023,18:01:00,7
4,2,9/17/2023,20:01:00,5.5
4,2,9/17/2023,22:01:00,4.5
4,2,9/18/2023,0:01:00,4
4,2,9/18/2023,2:01:00,3.5
4,2,9/18/2023,4:01:00,3
4,2,9/18/2023,6:01:00,3
4,2,9/18/2023,8:01:00,3.5
4,2,9/18/2023,10:01:00,4.5
4,2,9/18/2023,12:01:00,5.5
4,2,9/18/2023,14:01:00,5.5
4,2,9/18/2023,16:01:00,5
4,2,9/18/2023,18:01:00,4.5
4,2,9/18/2023,20:01:00,3.5
4,2,9/18/2023,22:01:00,3
4,2,9/19/2023,0:01:00,3
4,2,9/19/2023,2:01:00,3
4,2,9/19/2023,4:01:00,2.5
4,2,9/19/2023,6:01:00,2.5
4,2,9/19/2023,8:01:00,3
4,2,9/19/2023,10:01:00,4
4,2,9/19/2023,12:01:00,7.5
4,2,9/19/2023,14:01:00,6
4,2,9/19/2023,16:01:00,5.5
4,2,9/19/2023,18:01:00,5
4,2,9/19/2023,20:01:00,3.5
4,2,9/19/2023,22:01:00,3
4,2,9/20/2023,0:01:00,3
4,2,9/20/2023,2:01:00,2
4,2,9/20/2023,4:01:00,1.5
4,2,9/20/2023,6:01:00,1
4,2,9/20/2023,8:01:00,1.5
4,2,9/20/2023,10:01:00,3.5
4,2,9/20/2023,12:01:00,5
4,2,9/20/2023,14:01:00,5.5
4,2,9/20/2023,16:01:00,5
4,2,9/20/2023,18:01:00,4.5
4,2,9/20/2023,20:01:00,3
4,2,9/20/2023,22:01:00,2
4,2,9/21/2023,0:01:00,1
4,2,9/21/2023,2:01:00,0.5
4,2,9/21/2023,4:01:00,0.5
4,2,9/21/2023,6:01:00,0.5
4,2,9/21/2023,8:01:00,0.5
4,2,9/21/2023,10:01:00,2.5
4,2,9/21/2023,12:01:00,8
4,2,9/21/2023,14:01:00,9
4,2,9/21/2023,16:01:00,7.5
4,2,9/21/2023,18:01:00,6
4,2,9/21/2023,20:01:00,4
4,2,9/21/2023,22:01:00,3
4,2,9/22/2023,0:01:00,2
4,2,9/22/2023,2:01:00,1.5
4,2,9/22/2023,4:01:00,1
4,2,9/22/2023,6:01:00,1
4,2,9/22/2023,8:01:00,2.5
4,2,9/22/2023,10:01:00,5.5
4,2,9/22/2023,12:01:00,9.5
4,2,9/22/2023,14:01:00,15.5
4,2,9/22/2023,16:01:00,14.5
4,2,9/22/2023,18:01:00,10
4,2,9/22/2023,20:01:00,7
4,2,9/22/2023,22:01:00,6
4,2,9/23/2023,0:01:00,4.5
4,2,9/23/2023,2:01:00,3.5
4,2,9/23/2023,4:01:00,2.5
4,2,9/23/2023,6:01:00,2
4,2,9/23/2023,8:01:00,3.5
4,2,9/23/2023,10:01:00,7
4,2,9/23/2023,12:01:00,12
4,2,9/23/2023,14:01:00,14
4,2,9/23/2023,16:01:00,16
4,2,9/23/2023,18:01:00,11
4,2,9/23/2023,20:01:00,8.5
4,2,9/23/2023,22:01:00,7
4,2,9/24/2023,0:01:00,6
4,2,9/24/2023,2:01:00,5.5
4,2,9/24/2023,4:01:00,5
4,2,9/24/2023,6:01:00,4.5
4,2,9/24/2023,8:01:00,5
4,2,9/24/2023,10:01:00,6
4,2,9/24/2023,12:01:00,9
4,2,9/24/2023,14:01:00,10.5
4,2,9/24/2023,16:01:00,10.5
4,2,9/24/2023,18:01:00,8.5
4,2,9/24/2023,20:01:00,6
4,2,9/24/2023,22:01:00,5.5
4,2,9/25/2023,0:01:00,5
4,2,9/25/2023,2:01:00,4.5
4,2,9/25/2023,4:01:00,4.5
4,2,9/25/2023,6:01:00,4
4,2,9/25/2023,8:01:00,4.5
4,2,9/25/2023,10:01:00,8
4,2,9/25/2023,12:01:00,12.5
4,2,9/25/2023,14:01:00,12.5
4,2,9/25/2023,16:01:00,9
4,2,9/25/2023,18:01:00,7
4,2,9/25/2023,20:01:00,5.5
4,2,9/25/2023,22:01:00,4
4,2,9/26/2023,0:01:00,3
4,2,9/26/2023,2:01:00,2.5
4,2,9/26/2023,4:01:00,2.5
4,2,9/26/2023,6:01:00,3
4,2,9/26/2023,8:01:00,4
4,2,9/26/2023,10:01:00,9
4,2,9/26/2023,12:01:00,12.5
4,2,9/26/2023,14:01:00,16
4,2,9/26/2023,16:01:00,14.5
4,2,9/26/2023,18:01:00,10.5
4,2,9/26/2023,20:01:00,7
4,2,9/26/2023,22:01:00,5
4,2,9/27/2023,0:01:00,3.5
4,2,9/27/2023,2:01:00,2.5
4,2,9/27/2023,4:01:00,2
4,2,9/27/2023,6:01:00,1.5
4,2,9/27/2023,8:01:00,3
4,2,9/27/2023,10:01:00,10
4,2,9/27/2023,12:01:00,15.5
4,2,9/27/2023,14:01:00,17
4,2,9/27/2023,16:01:00,14
4,2,9/27/2023,18:01:00,11.5
4,2,9/27/2023,20:01:00,9
4,2,9/27/2023,22:01:00,7
4,2,9/28/2023,0:01:00,6
4,2,9/28/2023,2:01:00,4.5
4,2,9/28/2023,4:01:00,3.5
4,2,9/28/2023,6:01:00,3
4,2,9/28/2023,8:01:00,3.5
4,2,9/28/2023,10:01:00,9
4,2,9/28/2023,12:01:00,15.5
4,2,9/28/2023,14:01:00,13.5
4,2,9/28/2023,16:01:00,9
4,2,9/28/2023,18:01:00,7.5
4,2,9/28/2023,20:01:00,6.5
4,2,9/28/2023,22:01:00,6.5
4,2,9/29/2023,0:01:00,5.5
4,2,9/29/2023,2:01:00,4.5
4,2,9/29/2023,4:01:00,4
4,2,9/29/2023,6:01:00,3.5
4,2,9/29/2023,8:01:00,4
4,2,9/29/2023,10:01:00,6.5
4,2,9/29/2023,12:01:00,13.5
4,2,9/29/2023,14:01:00,14.5
4,2,9/29/2023,16:01:00,12
4,2,9/29/2023,18:01:00,9.5
4,2,9/29/2023,20:01:00,8
4,2,9/29/2023,22:01:00,7
4,2,9/30/2023,0:01:00,6.5
4,2,9/30/2023,2:01:00,6
4,2,9/30/2023,4:01:00,5.5
4,2,9/30/2023,6:01:00,5
4,2,9/30/2023,8:01:00,5.5
4,2,9/30/2023,10:01:00,7.5
4,2,9/30/2023,12:01:00,11.5
4,2,9/30/2023,14:01:00,10.5
4,2,9/30/2023,16:01:00,10
4,2,9/30/2023,18:01:00,8.5
4,2,9/30/2023,20:01:00,7
4,2,9/30/2023,22:01:00,5.5
4,2,10/1/2023,0:01:00,4
4,2,10/1/2023,2:01:00,3
4,2,10/1/2023,4:01:00,2.5
4,2,10/1/2023,6:01:00,2.5
4,2,10/1/2023,8:01:00,3.5
4,2,10/1/2023,10:01:00,5.5
4,2,10/1/2023,12:01:00,8.5
4,2,10/1/2023,14:01:00,8
4,2,10/1/2023,16:01:00,7.5
4,2,10/1/2023,18:01:00,7
4,2,10/1/2023,20:01:00,5
4,2,10/1/2023,22:01:00,4
4,2,10/2/2023,0:01:00,3
4,2,10/2/2023,2:01:00,3
4,2,10/2/2023,4:01:00,3.5
4,2,10/2/2023,6:01:00,3.5
4,2,10/2/2023,8:01:00,4.5
4,2,10/2/2023,10:01:00,7
4,2,10/2/2023,12:01:00,11.5
4,2,10/2/2023,14:01:00,12.5
4,2,10/2/2023,16:01:00,11.5
4,2,10/2/2023,18:01:00,10
4,2,10/2/2023,20:01:00,7.5
4,2,10/2/2023,22:01:00,5.5
4,2,10/3/2023,0:01:00,3.5
4,2,10/3/2023,2:01:00,2.5
4,2,10/3/2023,4:01:00,2
4,2,10/3/2023,6:01:00,1.5
4,2,10/3/2023,8:01:00,2
4,2,10/3/2023,10:01:00,7.5
4,2,10/3/2023,12:01:00,14
4,2,10/3/2023,14:01:00,14
4,2,10/3/2023,16:01:00,13.5
4,2,10/3/2023,18:01:00,10
4,2,10/3/2023,20:01:00,7
4,2,10/3/2023,22:01:00,5
4,2,10/4/2023,0:01:00,5
4,2,10/4/2023,2:01:00,4.5
4,2,10/4/2023,4:01:00,3.5
4,2,10/4/2023,6:01:00,2
4,2,10/4/2023,8:01:00,2.5
4,2,10/4/2023,10:01:00,9
4,2,10/4/2023,12:01:00,16
4,2,10/4/2023,14:01:00,19.5
4,2,10/4/2023,16:01:00,16.5
4,2,10/4/2023,18:01:00,12.5
4,2,10/4/2023,20:01:00,8.5
4,2,10/4/2023,22:01:00,6.5
4,2,10/5/2023,0:01:00,6
4,2,10/5/2023,2:01:00,5.5
4,2,10/5/2023,4:01:00,5
4,2,10/5/2023,6:01:00,3.5
4,2,10/5/2023,8:01:00,5
4,2,10/5/2023,10:01:00,8.5
4,2,10/5/2023,12:01:00,11
4,2,10/5/2023,14:01:00,15
4,2,10/5/2023,16:01:00,12.5
4,2,10/5/2023,18:01:00,10
4,2,10/5/2023,20:01:00,8
4,2,10/5/2023,22:01:00,6
4,2,10/6/2023,0:01:00,4.5
4,2,10/6/2023,2:01:00,3
4,2,10/6/2023,4:01:00,2
4,2,10/6/2023,6:01:00,1.5
4,2,10/6/2023,8:01:00,3
4,2,10/6/2023,10:01:00,9
4,2,10/6/2023,12:01:00,13
4,2,10/6/2023,14:01:00,17
4,2,10/6/2023,16:01:00,17
4,2,10/6/2023,18:01:00,12.5
4,2,10/6/2023,20:01:00,9
4,2,10/6/2023,22:01:00,7.5
4,2,10/7/2023,0:01:00,6.5
4,2,10/7/2023,2:01:00,5.5
4,2,10/7/2023,4:01:00,4.5
4,2,10/7/2023,6:01:00,3.5
4,2,10/7/2023,8:01:00,4.5
4,2,10/7/2023,10:01:00,9.5
4,2,10/7/2023,12:01:00,12
4,2,10/7/2023,14:01:00,13.5
4,2,10/7/2023,16:01:00,16
4,2,10/7/2023,18:01:00,12
4,2,10/7/2023,20:01:00,9.5
4,2,10/7/2023,22:01:00,8
4,2,10/8/2023,0:01:00,7
4,2,10/8/2023,2:01:00,6
4,2,10/8/2023,4:01:00,6
4,2,10/8/2023,6:01:00,5
4,2,10/8/2023,8:01:00,5.5
4,2,10/8/2023,10:01:00,7.5
4,2,10/8/2023,12:01:00,9
4,2,10/8/2023,14:01:00,10
4,2,10/8/2023,16:01:00,11.5
4,2,10/8/2023,18:01:00,10
4,2,10/8/2023,20:01:00,8
4,2,10/8/2023,22:01:00,7.5
4,2,10/9/2023,0:01:00,6
4,2,10/9/2023,2:01:00,5
4,2,10/9/2023,4:01:00,4.5
4,2,10/9/2023,6:01:00,4.5
4,2,10/9/2023,8:01:00,5.5
4,2,10/9/2023,10:01:00,7.5
4,2,10/9/2023,12:01:00,11
4,2,10/9/2023,14:01:00,17.5
4,2,10/9/2023,16:01:00,15
4,2,10/9/2023,18:01:00,11
4,2,10/9/2023,20:01:00,8.5
4,2,10/9/2023,22:01:00,7.5
4,2,10/10/2023,0:01:00,7
4,2,10/10/2023,2:01:00,6.5
4,2,10/10/2023,4:01:00,6
4,2,10/10/2023,6:01:00,5.5
4,2,10/10/2023,8:01:00,6.5
4,2,10/10/2023,10:01:00,9
4,2,10/10/2023,12:01:00,13.5
4,2,10/10/2023,14:01:00,11.5
4,2,10/10/2023,16:01:00,9.5
4,2,10/10/2023,18:01:00,8
4,2,10/10/2023,20:01:00,6
4,2,10/10/2023,22:01:00,5
4,2,10/11/2023,0:01:00,5
4,2,10/11/2023,2:01:00,5
4,2,10/11/2023,4:01:00,4.5
4,2,10/11/2023,6:01:00,4.5
4,2,10/11/2023,8:01:00,6
4,2,10/11/2023,10:01:00,11
4,2,10/11/2023,12:01:00,13.5
4,2,10/11/2023,14:01:00,15.5
4,2,10/11/2023,16:01:00,16
4,2,10/11/2023,18:01:00,12
4,2,10/11/2023,20:01:00,9.5
4,2,10/11/2023,22:01:00,7.5
4,2,10/12/2023,0:01:00,5.5
4,2,10/12/2023,2:01:00,4
4,2,10/12/2023,4:01:00,3
4,2,10/12/2023,6:01:00,2.5
4,2,10/12/2023,8:01:00,3.5
4,2,10/12/2023,10:01:00,8.5
4,2,10/12/2023,12:01:00,16
4,2,10/12/2023,14:01:00,18.5
6,2,7/4/2023,12:01:00,15
6,2,7/4/2023,14:01:00,13.5
6,2,7/4/2023,16:01:00,13
6,2,7/4/2023,18:01:00,11
6,2,7/4/2023,20:01:00,8
6,2,7/4/2023,22:01:00,6.5
6,2,7/5/2023,0:01:00,4.5
6,2,7/5/2023,2:01:00,4.5
6,2,7/5/2023,4:01:00,4
6,2,7/5/2023,6:01:00,3
6,2,7/5/2023,8:01:00,5
6,2,7/5/2023,10:01:00,9
6,2,7/5/2023,12:01:00,15
6,2,7/5/2023,14:01:00,15.5
6,2,7/5/2023,16:01:00,13
6,2,7/5/2023,18:01:00,9.5
6,2,7/5/2023,20:01:00,7.5
6,2,7/5/2023,22:01:00,7
6,2,7/6/2023,0:01:00,6
6,2,7/6/2023,2:01:00,5.5
6,2,7/6/2023,4:01:00,5
6,2,7/6/2023,6:01:00,5
6,2,7/6/2023,8:01:00,5
6,2,7/6/2023,10:01:00,8
6,2,7/6/2023,12:01:00,10
6,2,7/6/2023,14:01:00,12.5
6,2,7/6/2023,16:01:00,14.5
6,2,7/6/2023,18:01:00,10.5
6,2,7/6/2023,20:01:00,8
6,2,7/6/2023,22:01:00,6.5
6,2,7/7/2023,0:01:00,6
6,2,7/7/2023,2:01:00,5.5
6,2,7/7/2023,4:01:00,5
6,2,7/7/2023,6:01:00,5
6,2,7/7/2023,8:01:00,5.5
6,2,7/7/2023,10:01:00,7.5
6,2,7/7/2023,12:01:00,9
6,2,7/7/2023,14:01:00,12
6,2,7/7/2023,16:01:00,13
6,2,7/7/2023,18:01:00,10.5
6,2,7/7/2023,20:01:00,8
6,2,7/7/2023,22:01:00,7
6,2,7/8/2023,0:01:00,5
6,2,7/8/2023,2:01:00,3
6,2,7/8/2023,4:01:00,3
6,2,7/8/2023,6:01:00,3
6,2,7/8/2023,8:01:00,4.5
6,2,7/8/2023,10:01:00,7.5
6,2,7/8/2023,12:01:00,10.5
6,2,7/8/2023,14:01:00,10.5
6,2,7/8/2023,16:01:00,9.5
6,2,7/8/2023,18:01:00,8
6,2,7/8/2023,20:01:00,6.5
6,2,7/8/2023,22:01:00,5.5
6,2,7/9/2023,0:01:00,5
6,2,7/9/2023,2:01:00,5
6,2,7/9/2023,4:01:00,4.5
6,2,7/9/2023,6:01:00,2.5
6,2,7/9/2023,8:01:00,2
6,2,7/9/2023,10:01:00,2.5
6,2,7/9/2023,12:01:00,5
6,2,7/9/2023,14:01:00,6
6,2,7/9/2023,16:01:00,6.5
6,2,7/9/2023,18:01:00,5.5
6,2,7/9/2023,20:01:00,4.5
6,2,7/9/2023,22:01:00,4
6,2,7/10/2023,0:01:00,3
6,2,7/10/2023,2:01:00,3
6,2,7/10/2023,4:01:00,3
6,2,7/10/2023,6:01:00,3
6,2,7/10/2023,8:01:00,3
6,2,7/10/2023,10:01:00,5
6,2,7/10/2023,12:01:00,7
6,2,7/10/2023,14:01:00,8.5
6,2,7/10/2023,16:01:00,8
6,2,7/10/2023,18:01:00,6.5
6,2,7/10/2023,20:01:00,5
6,2,7/10/2023,22:01:00,4
6,2,7/11/2023,0:01:00,3.5
6,2,7/11/2023,2:01:00,3.5
6,2,7/11/2023,4:01:00,2.5
6,2,7/11/2023,6:01:00,2.5
6,2,7/11/2023,8:01:00,3.5
6,2,7/11/2023,10:01:00,4
6,2,7/11/2023,12:01:00,5.5
6,2,7/11/2023,14:01:00,6.5
6,2,7/11/2023,16:01:00,6
6,2,7/11/2023,18:01:00,5.5
6,2,7/11/2023,20:01:00,4
6,2,7/11/2023,22:01:00,3.5
6,2,7/12/2023,0:01:00,2.5
6,2,7/12/2023,2:01:00,3
6,2,7/12/2023,4:01:00,3
6,2,7/12/2023,6:01:00,3
6,2,7/12/2023,8:01:00,3.5
6,2,7/12/2023,10:01:00,5
6,2,7/12/2023,12:01:00,7
6,2,7/12/2023,14:01:00,7
6,2,7/12/2023,16:01:00,8
6,2,7/12/2023,18:01:00,6.5
6,2,7/12/2023,20:01:00,4.5
6,2,7/12/2023,22:01:00,4
6,2,7/13/2023,0:01:00,4
6,2,7/13/2023,2:01:00,3.5
6,2,7/13/2023,4:01:00,3.5
6,2,7/13/2023,6:01:00,3
6,2,7/13/2023,8:01:00,3
6,2,7/13/2023,10:01:00,5.5
6,2,7/13/2023,12:01:00,6.5
6,2,7/13/2023,14:01:00,7.5
6,2,7/13/2023,16:01:00,8.5
6,2,7/13/2023,18:01:00,7
6,2,7/13/2023,20:01:00,5
6,2,7/13/2023,22:01:00,4.5
6,2,7/14/2023,0:01:00,4
6,2,7/14/2023,2:01:00,4
6,2,7/14/2023,4:01:00,3.5
6,2,7/14/2023,6:01:00,3
6,2,7/14/2023,8:01:00,3.5
6,2,7/14/2023,10:01:00,4.5
6,2,7/14/2023,12:01:00,6
6,2,7/14/2023,14:01:00,7
6,2,7/14/2023,16:01:00,8
6,2,7/14/2023,18:01:00,7.5
6,2,7/14/2023,20:01:00,6
6,2,7/14/2023,22:01:00,4
6,2,7/15/2023,0:01:00,4
6,2,7/15/2023,2:01:00,4
6,2,7/15/2023,4:01:00,3.5
6,2,7/15/2023,6:01:00,3.5
6,2,7/15/2023,8:01:00,4
6,2,7/15/2023,10:01:00,5.5
6,2,7/15/2023,12:01:00,6
6,2,7/15/2023,14:01:00,8
6,2,7/15/2023,16:01:00,9
6,2,7/15/2023,18:01:00,7.5
6,2,7/15/2023,20:01:00,6
6,2,7/15/2023,22:01:00,5
6,2,7/16/2023,0:01:00,4.5
6,2,7/16/2023,2:01:00,4
6,2,7/16/2023,4:01:00,3.5
6,2,7/16/2023,6:01:00,3.5
6,2,7/16/2023,8:01:00,4
6,2,7/16/2023,10:01:00,5
6,2,7/16/2023,12:01:00,6
6,2,7/16/2023,14:01:00,7
6,2,7/16/2023,16:01:00,8
6,2,7/16/2023,18:01:00,6
6,2,7/16/2023,20:01:00,5.5
6,2,7/16/2023,22:01:00,4.5
6,2,7/17/2023,0:01:00,4
6,2,7/17/2023,2:01:00,3.5
6,2,7/17/2023,4:01:00,3.5
6,2,7/17/2023,6:01:00,3.5
6,2,7/17/2023,8:01:00,3.5
6,2,7/17/2023,10:01:00,5
6,2,7/17/2023,12:01:00,6.5
6,2,7/17/2023,14:01:00,7
6,2,7/17/2023,16:01:00,7.5
6,2,7/17/2023,18:01:00,6
6,2,7/17/2023,20:01:00,5
6,2,7/17/2023,22:01:00,4.5
6,2,7/18/2023,0:01:00,4
6,2,7/18/2023,2:01:00,3.5
6,2,7/18/2023,4:01:00,3.5
6,2,7/18/2023,6:01:00,3.5
6,2,7/18/2023,8:01:00,3.5
6,2,7/18/2023,10:01:00,3.5
6,2,7/18/2023,12:01:00,6
6,2,7/18/2023,14:01:00,7
6,2,7/18/2023,16:01:00,7
6,2,7/18/2023,18:01:00,5.5
6,2,7/18/2023,20:01:00,4.5
6,2,7/18/2023,22:01:00,3.5
6,2,7/19/2023,0:01:00,3
6,2,7/19/2023,2:01:00,2
6,2,7/19/2023,4:01:00,1.5
6,2,7/19/2023,6:01:00,1.5
6,2,7/19/2023,8:01:00,2
6,2,7/19/2023,10:01:00,4
6,2,7/19/2023,12:01:00,5.5
6,2,7/19/2023,14:01:00,6
6,2,7/19/2023,16:01:00,6.5
6,2,7/19/2023,18:01:00,5.5
6,2,7/19/2023,20:01:00,4
6,2,7/19/2023,22:01:00,3.5
6,2,7/20/2023,0:01:00,3.5
6,2,7/20/2023,2:01:00,3.5
6,2,7/20/2023,4:01:00,3.5
6,2,7/20/2023,6:01:00,3
6,2,7/20/2023,8:01:00,3
6,2,7/20/2023,10:01:00,3.5
6,2,7/20/2023,12:01:00,5
6,2,7/20/2023,14:01:00,8
6,2,7/20/2023,16:01:00,8.5
6,2,7/20/2023,18:01:00,7
6,2,7/20/2023,20:01:00,5
6,2,7/20/2023,22:01:00,4.5
6,2,7/21/2023,0:01:00,4
6,2,7/21/2023,2:01:00,3.5
6,2,7/21/2023,4:01:00,3.5
6,2,7/21/2023,6:01:00,3.5
6,2,7/21/2023,8:01:00,3.5
6,2,7/21/2023,10:01:00,5
6,2,7/21/2023,12:01:00,7
6,2,7/21/2023,14:01:00,8
6,2,7/21/2023,16:01:00,9
6,2,7/21/2023,18:01:00,7
6,2,7/21/2023,20:01:00,5.5
6,2,7/21/2023,22:01:00,4.5
6,2,7/22/2023,0:01:00,4
6,2,7/22/2023,2:01:00,3.5
6,2,7/22/2023,4:01:00,3.5
6,2,7/22/2023,6:01:00,3.5
6,2,7/22/2023,8:01:00,3.5
6,2,7/22/2023,10:01:00,4.5
6,2,7/22/2023,12:01:00,7.5
6,2,7/22/2023,14:01:00,7.5
6,2,7/22/2023,16:01:00,7.5
6,2,7/22/2023,18:01:00,6.5
6,2,7/22/2023,20:01:00,5
6,2,7/22/2023,22:01:00,4
6,2,7/23/2023,0:01:00,3.5
6,2,7/23/2023,2:01:00,3.5
6,2,7/23/2023,4:01:00,3.5
6,2,7/23/2023,6:01:00,3
6,2,7/23/2023,8:01:00,3
6,2,7/23/2023,10:01:00,4.5
6,2,7/23/2023,12:01:00,6
6,2,7/23/2023,14:01:00,6.5
6,2,7/23/2023,16:01:00,6.5
6,2,7/23/2023,18:01:00,6
6,2,7/23/2023,20:01:00,4.5
6,2,7/23/2023,22:01:00,4
6,2,7/24/2023,0:01:00,4
6,2,7/24/2023,2:01:00,3.5
6,2,7/24/2023,4:01:00,3.5
6,2,7/24/2023,6:01:00,3
6,2,7/24/2023,8:01:00,3.5
6,2,7/24/2023,10:01:00,4
6,2,7/24/2023,12:01:00,6.5
6,2,7/24/2023,14:01:00,8
6,2,7/24/2023,16:01:00,8
6,2,7/24/2023,18:01:00,7
6,2,7/24/2023,20:01:00,5
6,2,7/24/2023,22:01:00,4.5
6,2,7/25/2023,0:01:00,4.5
6,2,7/25/2023,2:01:00,4
6,2,7/25/2023,4:01:00,4
6,2,7/25/2023,6:01:00,4
6,2,7/25/2023,8:01:00,4.5
6,2,7/25/2023,10:01:00,6
6,2,7/25/2023,12:01:00,10.5
6,2,7/25/2023,14:01:00,13
6,2,7/25/2023,16:01:00,13.5
6,2,7/25/2023,18:01:00,10
6,2,7/25/2023,20:01:00,7
6,2,7/25/2023,22:01:00,5
6,2,7/26/2023,0:01:00,4
6,2,7/26/2023,2:01:00,3
6,2,7/26/2023,4:01:00,2.5
6,2,7/26/2023,6:01:00,2
6,2,7/26/2023,8:01:00,3
6,2,7/26/2023,10:01:00,10.5
6,2,7/26/2023,12:01:00,16.5
6,2,7/26/2023,14:01:00,17
6,2,7/26/2023,16:01:00,13.5
6,2,7/26/2023,18:01:00,10.5
6,2,7/26/2023,20:01:00,8.5
6,2,7/26/2023,22:01:00,6.5
6,2,7/27/2023,0:01:00,6
6,2,7/27/2023,2:01:00,5.5
6,2,7/27/2023,4:01:00,5
6,2,7/27/2023,6:01:00,5
6,2,7/27/2023,8:01:00,5
6,2,7/27/2023,10:01:00,6.5
6,2,7/27/2023,12:01:00,12.5
6,2,7/27/2023,14:01:00,19
6,2,7/27/2023,16:01:00,16
6,2,7/27/2023,18:01:00,12
6,2,7/27/2023,20:01:00,9
6,2,7/27/2023,22:01:00,7
6,2,7/28/2023,0:01:00,6
6,2,7/28/2023,2:01:00,5.5
6,2,7/28/2023,4:01:00,5
6,2,7/28/2023,6:01:00,5
6,2,7/28/2023,8:01:00,5
6,2,7/28/2023,10:01:00,6.5
6,2,7/28/2023,12:01:00,9
6,2,7/28/2023,14:01:00,11
6,2,7/28/2023,16:01:00,9.5
6,2,7/28/2023,18:01:00,8.5
6,2,7/28/2023,20:01:00,7
6,2,7/28/2023,22:01:00,6
