"","plotn","stage","date","time","temp","name","DateTime"
"936",2,2,2023-09-20,10:01:00,3.5,"plant",2023-09-20 10:01:00
"937",2,2,2023-09-20,12:01:00,4.5,"plant",2023-09-20 12:01:00
"938",2,2,2023-09-20,14:01:00,5,"plant",2023-09-20 14:01:00
"939",2,2,2023-09-20,16:01:00,4.5,"plant",2023-09-20 16:01:00
"940",2,2,2023-09-20,18:01:00,3.5,"plant",2023-09-20 18:01:00
"941",2,2,2023-09-20,20:01:00,2,"plant",2023-09-20 20:01:00
"942",2,2,2023-09-20,22:01:00,1,"plant",2023-09-20 22:01:00
"943",2,2,2023-09-21,00:01:00,0.5,"plant",2023-09-21 00:01:00
"944",2,2,2023-09-21,02:01:00,0.5,"plant",2023-09-21 02:01:00
"945",2,2,2023-09-21,04:01:00,0,"plant",2023-09-21 04:01:00
"946",2,2,2023-09-21,06:01:00,0,"plant",2023-09-21 06:01:00
"947",2,2,2023-09-21,08:01:00,0,"plant",2023-09-21 08:01:00
"948",2,2,2023-09-21,10:01:00,4,"plant",2023-09-21 10:01:00
"949",2,2,2023-09-21,12:01:00,9,"plant",2023-09-21 12:01:00
"950",2,2,2023-09-21,14:01:00,9,"plant",2023-09-21 14:01:00
"951",2,2,2023-09-21,16:01:00,7.5,"plant",2023-09-21 16:01:00
"952",2,2,2023-09-21,18:01:00,5,"plant",2023-09-21 18:01:00
"953",2,2,2023-09-21,20:01:00,2.5,"plant",2023-09-21 20:01:00
"954",2,2,2023-09-21,22:01:00,2,"plant",2023-09-21 22:01:00
"955",2,2,2023-09-22,00:01:00,1,"plant",2023-09-22 00:01:00
"956",2,2,2023-09-22,02:01:00,0.5,"plant",2023-09-22 02:01:00
"957",2,2,2023-09-22,04:01:00,0.5,"plant",2023-09-22 04:01:00
"958",2,2,2023-09-22,06:01:00,1,"plant",2023-09-22 06:01:00
"959",2,2,2023-09-22,08:01:00,2.5,"plant",2023-09-22 08:01:00
"960",2,2,2023-09-22,10:01:00,6,"plant",2023-09-22 10:01:00
"961",2,2,2023-09-22,12:01:00,11,"plant",2023-09-22 12:01:00
"962",2,2,2023-09-22,14:01:00,17,"plant",2023-09-22 14:01:00
"963",2,2,2023-09-22,16:01:00,12,"plant",2023-09-22 16:01:00
"964",2,2,2023-09-22,18:01:00,7.5,"plant",2023-09-22 18:01:00
"965",2,2,2023-09-22,20:01:00,5.5,"plant",2023-09-22 20:01:00
"966",2,2,2023-09-22,22:01:00,5,"plant",2023-09-22 22:01:00
"967",2,2,2023-09-23,00:01:00,3.5,"plant",2023-09-23 00:01:00
"968",2,2,2023-09-23,02:01:00,2.5,"plant",2023-09-23 02:01:00
"969",2,2,2023-09-23,04:01:00,2,"plant",2023-09-23 04:01:00
"970",2,2,2023-09-23,06:01:00,1,"plant",2023-09-23 06:01:00
"971",2,2,2023-09-23,08:01:00,3.5,"plant",2023-09-23 08:01:00
"972",2,2,2023-09-23,10:01:00,9,"plant",2023-09-23 10:01:00
"973",2,2,2023-09-23,12:01:00,14.5,"plant",2023-09-23 12:01:00
"974",2,2,2023-09-23,14:01:00,14.5,"plant",2023-09-23 14:01:00
"975",2,2,2023-09-23,16:01:00,13,"plant",2023-09-23 16:01:00
"976",2,2,2023-09-23,18:01:00,9.5,"plant",2023-09-23 18:01:00
"977",2,2,2023-09-23,20:01:00,7,"plant",2023-09-23 20:01:00
"978",2,2,2023-09-23,22:01:00,6,"plant",2023-09-23 22:01:00
"979",2,2,2023-09-24,00:01:00,5,"plant",2023-09-24 00:01:00
"980",2,2,2023-09-24,02:01:00,4.5,"plant",2023-09-24 02:01:00
"981",2,2,2023-09-24,04:01:00,4,"plant",2023-09-24 04:01:00
"982",2,2,2023-09-24,06:01:00,4,"plant",2023-09-24 06:01:00
"983",2,2,2023-09-24,08:01:00,4.5,"plant",2023-09-24 08:01:00
"984",2,2,2023-09-24,10:01:00,6,"plant",2023-09-24 10:01:00
"985",2,2,2023-09-24,12:01:00,10,"plant",2023-09-24 12:01:00
"986",2,2,2023-09-24,14:01:00,10.5,"plant",2023-09-24 14:01:00
"987",2,2,2023-09-24,16:01:00,10.5,"plant",2023-09-24 16:01:00
"988",2,2,2023-09-24,18:01:00,7,"plant",2023-09-24 18:01:00
"989",2,2,2023-09-24,20:01:00,5,"plant",2023-09-24 20:01:00
"990",2,2,2023-09-24,22:01:00,4.5,"plant",2023-09-24 22:01:00
"991",2,2,2023-09-25,00:01:00,4,"plant",2023-09-25 00:01:00
"992",2,2,2023-09-25,02:01:00,4,"plant",2023-09-25 02:01:00
"993",2,2,2023-09-25,04:01:00,3.5,"plant",2023-09-25 04:01:00
"994",2,2,2023-09-25,06:01:00,3.5,"plant",2023-09-25 06:01:00
"995",2,2,2023-09-25,08:01:00,4,"plant",2023-09-25 08:01:00
"996",2,2,2023-09-25,10:01:00,8.5,"plant",2023-09-25 10:01:00
"997",2,2,2023-09-25,12:01:00,14,"plant",2023-09-25 12:01:00
"998",2,2,2023-09-25,14:01:00,13,"plant",2023-09-25 14:01:00
"999",2,2,2023-09-25,16:01:00,8.5,"plant",2023-09-25 16:01:00
"1000",2,2,2023-09-25,18:01:00,5.5,"plant",2023-09-25 18:01:00
"1001",2,2,2023-09-25,20:01:00,4,"plant",2023-09-25 20:01:00
"1002",2,2,2023-09-25,22:01:00,2.5,"plant",2023-09-25 22:01:00
"1003",2,2,2023-09-26,00:01:00,1.5,"plant",2023-09-26 00:01:00
"1004",2,2,2023-09-26,02:01:00,1.5,"plant",2023-09-26 02:01:00
"1005",2,2,2023-09-26,04:01:00,2,"plant",2023-09-26 04:01:00
"1006",2,2,2023-09-26,06:01:00,2.5,"plant",2023-09-26 06:01:00
"1007",2,2,2023-09-26,08:01:00,4,"plant",2023-09-26 08:01:00
"1008",2,2,2023-09-26,10:01:00,11.5,"plant",2023-09-26 10:01:00
"1009",2,2,2023-09-26,12:01:00,14.5,"plant",2023-09-26 12:01:00
"1010",2,2,2023-09-26,14:01:00,16.5,"plant",2023-09-26 14:01:00
"1011",2,2,2023-09-26,16:01:00,14,"plant",2023-09-26 16:01:00
"1012",2,2,2023-09-26,18:01:00,9,"plant",2023-09-26 18:01:00
"1013",2,2,2023-09-26,20:01:00,6,"plant",2023-09-26 20:01:00
"1014",2,2,2023-09-26,22:01:00,3.5,"plant",2023-09-26 22:01:00
"1015",2,2,2023-09-27,00:01:00,2.5,"plant",2023-09-27 00:01:00
"1016",2,2,2023-09-27,02:01:00,1.5,"plant",2023-09-27 02:01:00
"1017",2,2,2023-09-27,04:01:00,1,"plant",2023-09-27 04:01:00
"1018",2,2,2023-09-27,06:01:00,1,"plant",2023-09-27 06:01:00
"1019",2,2,2023-09-27,08:01:00,8,"plant",2023-09-27 08:01:00
"1020",2,2,2023-09-27,10:01:00,16,"plant",2023-09-27 10:01:00
"1021",2,2,2023-09-27,12:01:00,20,"plant",2023-09-27 12:01:00
"1022",2,2,2023-09-27,14:01:00,18.5,"plant",2023-09-27 14:01:00
"1023",2,2,2023-09-27,16:01:00,13,"plant",2023-09-27 16:01:00
"1024",2,2,2023-09-27,18:01:00,9,"plant",2023-09-27 18:01:00
"1025",2,2,2023-09-27,20:01:00,7.5,"plant",2023-09-27 20:01:00
"1026",2,2,2023-09-27,22:01:00,6,"plant",2023-09-27 22:01:00
"1027",2,2,2023-09-28,00:01:00,5,"plant",2023-09-28 00:01:00
"1028",2,2,2023-09-28,02:01:00,3,"plant",2023-09-28 02:01:00
"1029",2,2,2023-09-28,04:01:00,2.5,"plant",2023-09-28 04:01:00
"1030",2,2,2023-09-28,06:01:00,2,"plant",2023-09-28 06:01:00
"1031",2,2,2023-09-28,08:01:00,3.5,"plant",2023-09-28 08:01:00
"1032",2,2,2023-09-28,10:01:00,12.5,"plant",2023-09-28 10:01:00
"1033",2,2,2023-09-28,12:01:00,20.5,"plant",2023-09-28 12:01:00
"1034",2,2,2023-09-28,14:01:00,13.5,"plant",2023-09-28 14:01:00
"1035",2,2,2023-09-28,16:01:00,9,"plant",2023-09-28 16:01:00
"1036",2,2,2023-09-28,18:01:00,6.5,"plant",2023-09-28 18:01:00
"1037",2,2,2023-09-28,20:01:00,5.5,"plant",2023-09-28 20:01:00
"1038",2,2,2023-09-28,22:01:00,5.5,"plant",2023-09-28 22:01:00
"1039",2,2,2023-09-29,00:01:00,5,"plant",2023-09-29 00:01:00
"1040",2,2,2023-09-29,02:01:00,3.5,"plant",2023-09-29 02:01:00
"1041",2,2,2023-09-29,04:01:00,3,"plant",2023-09-29 04:01:00
"1042",2,2,2023-09-29,06:01:00,2.5,"plant",2023-09-29 06:01:00
"1043",2,2,2023-09-29,08:01:00,3.5,"plant",2023-09-29 08:01:00
"1044",2,2,2023-09-29,10:01:00,6,"plant",2023-09-29 10:01:00
"1045",2,2,2023-09-29,12:01:00,15,"plant",2023-09-29 12:01:00
"1046",2,2,2023-09-29,14:01:00,15,"plant",2023-09-29 14:01:00
"1047",2,2,2023-09-29,16:01:00,11.5,"plant",2023-09-29 16:01:00
"1048",2,2,2023-09-29,18:01:00,8.5,"plant",2023-09-29 18:01:00
"1049",2,2,2023-09-29,20:01:00,6.5,"plant",2023-09-29 20:01:00
"1050",2,2,2023-09-29,22:01:00,6,"plant",2023-09-29 22:01:00
"1051",2,2,2023-09-30,00:01:00,5.5,"plant",2023-09-30 00:01:00
"1052",2,2,2023-09-30,02:01:00,5,"plant",2023-09-30 02:01:00
"1053",2,2,2023-09-30,04:01:00,4.5,"plant",2023-09-30 04:01:00
"1054",2,2,2023-09-30,06:01:00,4.5,"plant",2023-09-30 06:01:00
"1055",2,2,2023-09-30,08:01:00,5,"plant",2023-09-30 08:01:00
"1056",2,2,2023-09-30,10:01:00,7.5,"plant",2023-09-30 10:01:00
"1057",2,2,2023-09-30,12:01:00,11.5,"plant",2023-09-30 12:01:00
"1058",2,2,2023-09-30,14:01:00,10.5,"plant",2023-09-30 14:01:00
"1059",2,2,2023-09-30,16:01:00,9.5,"plant",2023-09-30 16:01:00
"1060",2,2,2023-09-30,18:01:00,7.5,"plant",2023-09-30 18:01:00
"1061",2,2,2023-09-30,20:01:00,6,"plant",2023-09-30 20:01:00
"1062",2,2,2023-09-30,22:01:00,4.5,"plant",2023-09-30 22:01:00
"1063",2,2,2023-10-01,00:01:00,3.5,"plant",2023-10-01 00:01:00
"1064",2,2,2023-10-01,02:01:00,2.5,"plant",2023-10-01 02:01:00
"1065",2,2,2023-10-01,04:01:00,2,"plant",2023-10-01 04:01:00
"1066",2,2,2023-10-01,06:01:00,1.5,"plant",2023-10-01 06:01:00
"1067",2,2,2023-10-01,08:01:00,2.5,"plant",2023-10-01 08:01:00
"1068",2,2,2023-10-01,10:01:00,5,"plant",2023-10-01 10:01:00
"1069",2,2,2023-10-01,12:01:00,7.5,"plant",2023-10-01 12:01:00
"1070",2,2,2023-10-01,14:01:00,7,"plant",2023-10-01 14:01:00
"1071",2,2,2023-10-01,16:01:00,7,"plant",2023-10-01 16:01:00
"1072",2,2,2023-10-01,18:01:00,6,"plant",2023-10-01 18:01:00
"1073",2,2,2023-10-01,20:01:00,4.5,"plant",2023-10-01 20:01:00
"1074",2,2,2023-10-01,22:01:00,3.5,"plant",2023-10-01 22:01:00
"1075",2,2,2023-10-02,00:01:00,2.5,"plant",2023-10-02 00:01:00
"1076",2,2,2023-10-02,02:01:00,2.5,"plant",2023-10-02 02:01:00
"1077",2,2,2023-10-02,04:01:00,3,"plant",2023-10-02 04:01:00
"1078",2,2,2023-10-02,06:01:00,3,"plant",2023-10-02 06:01:00
"1079",2,2,2023-10-02,08:01:00,5,"plant",2023-10-02 08:01:00
"1080",2,2,2023-10-02,10:01:00,7,"plant",2023-10-02 10:01:00
"1081",2,2,2023-10-02,12:01:00,11.5,"plant",2023-10-02 12:01:00
"1082",2,2,2023-10-02,14:01:00,12,"plant",2023-10-02 14:01:00
"1083",2,2,2023-10-02,16:01:00,10.5,"plant",2023-10-02 16:01:00
"1084",2,2,2023-10-02,18:01:00,8.5,"plant",2023-10-02 18:01:00
"1085",2,2,2023-10-02,20:01:00,6.5,"plant",2023-10-02 20:01:00
"1086",2,2,2023-10-02,22:01:00,4.5,"plant",2023-10-02 22:01:00
"1087",2,2,2023-10-03,00:01:00,2.5,"plant",2023-10-03 00:01:00
"1088",2,2,2023-10-03,02:01:00,2,"plant",2023-10-03 02:01:00
"1089",2,2,2023-10-03,04:01:00,1.5,"plant",2023-10-03 04:01:00
"1090",2,2,2023-10-03,06:01:00,1,"plant",2023-10-03 06:01:00
"1091",2,2,2023-10-03,08:01:00,4.5,"plant",2023-10-03 08:01:00
"1092",2,2,2023-10-03,10:01:00,12.5,"plant",2023-10-03 10:01:00
"1093",2,2,2023-10-03,12:01:00,17.5,"plant",2023-10-03 12:01:00
"1094",2,2,2023-10-03,14:01:00,13.5,"plant",2023-10-03 14:01:00
"1095",2,2,2023-10-03,16:01:00,12,"plant",2023-10-03 16:01:00
"1096",2,2,2023-10-03,18:01:00,8.5,"plant",2023-10-03 18:01:00
"1097",2,2,2023-10-03,20:01:00,5.5,"plant",2023-10-03 20:01:00
"1098",2,2,2023-10-03,22:01:00,4,"plant",2023-10-03 22:01:00
"1099",2,2,2023-10-04,00:01:00,4.5,"plant",2023-10-04 00:01:00
"1100",2,2,2023-10-04,02:01:00,4,"plant",2023-10-04 02:01:00
"1101",2,2,2023-10-04,04:01:00,3,"plant",2023-10-04 04:01:00
"1102",2,2,2023-10-04,06:01:00,1.5,"plant",2023-10-04 06:01:00
"1103",2,2,2023-10-04,08:01:00,7,"plant",2023-10-04 08:01:00
"1104",2,2,2023-10-04,10:01:00,15.5,"plant",2023-10-04 10:01:00
"1105",2,2,2023-10-04,12:01:00,19.5,"plant",2023-10-04 12:01:00
"1106",2,2,2023-10-04,14:01:00,19.5,"plant",2023-10-04 14:01:00
"1107",2,2,2023-10-04,16:01:00,14,"plant",2023-10-04 16:01:00
"1108",2,2,2023-10-04,18:01:00,10,"plant",2023-10-04 18:01:00
"1109",2,2,2023-10-04,20:01:00,6.5,"plant",2023-10-04 20:01:00
"1110",2,2,2023-10-04,22:01:00,5.5,"plant",2023-10-04 22:01:00
"1111",2,2,2023-10-05,00:01:00,5,"plant",2023-10-05 00:01:00
"1112",2,2,2023-10-05,02:01:00,4.5,"plant",2023-10-05 02:01:00
"1113",2,2,2023-10-05,04:01:00,4,"plant",2023-10-05 04:01:00
"1114",2,2,2023-10-05,06:01:00,3,"plant",2023-10-05 06:01:00
"1115",2,2,2023-10-05,08:01:00,5.5,"plant",2023-10-05 08:01:00
"1116",2,2,2023-10-05,10:01:00,9,"plant",2023-10-05 10:01:00
"1117",2,2,2023-10-05,12:01:00,10.5,"plant",2023-10-05 12:01:00
"1118",2,2,2023-10-05,14:01:00,15,"plant",2023-10-05 14:01:00
"1119",2,2,2023-10-05,16:01:00,11.5,"plant",2023-10-05 16:01:00
"1120",2,2,2023-10-05,18:01:00,9,"plant",2023-10-05 18:01:00
"1121",2,2,2023-10-05,20:01:00,6.5,"plant",2023-10-05 20:01:00
"1122",2,2,2023-10-05,22:01:00,5,"plant",2023-10-05 22:01:00
"1123",2,2,2023-10-06,00:01:00,3.5,"plant",2023-10-06 00:01:00
"1124",2,2,2023-10-06,02:01:00,2,"plant",2023-10-06 02:01:00
"1125",2,2,2023-10-06,04:01:00,1,"plant",2023-10-06 04:01:00
"1126",2,2,2023-10-06,06:01:00,0.5,"plant",2023-10-06 06:01:00
"1127",2,2,2023-10-06,08:01:00,2,"plant",2023-10-06 08:01:00
"1128",2,2,2023-10-06,10:01:00,13,"plant",2023-10-06 10:01:00
"1129",2,2,2023-10-06,12:01:00,14,"plant",2023-10-06 12:01:00
"1130",2,2,2023-10-06,14:01:00,16,"plant",2023-10-06 14:01:00
"1131",2,2,2023-10-06,16:01:00,14.5,"plant",2023-10-06 16:01:00
"1132",2,2,2023-10-06,18:01:00,10.5,"plant",2023-10-06 18:01:00
"1133",2,2,2023-10-06,20:01:00,7.5,"plant",2023-10-06 20:01:00
"1134",2,2,2023-10-06,22:01:00,6,"plant",2023-10-06 22:01:00
"1135",2,2,2023-10-07,00:01:00,5.5,"plant",2023-10-07 00:01:00
"1136",2,2,2023-10-07,02:01:00,4.5,"plant",2023-10-07 02:01:00
"1137",2,2,2023-10-07,04:01:00,3.5,"plant",2023-10-07 04:01:00
"1138",2,2,2023-10-07,06:01:00,3,"plant",2023-10-07 06:01:00
"1139",2,2,2023-10-07,08:01:00,4,"plant",2023-10-07 08:01:00
"1140",2,2,2023-10-07,10:01:00,11,"plant",2023-10-07 10:01:00
"1141",2,2,2023-10-07,12:01:00,13,"plant",2023-10-07 12:01:00
"1142",2,2,2023-10-07,14:01:00,14.5,"plant",2023-10-07 14:01:00
"1143",2,2,2023-10-07,16:01:00,14,"plant",2023-10-07 16:01:00
"1144",2,2,2023-10-07,18:01:00,10.5,"plant",2023-10-07 18:01:00
"1145",2,2,2023-10-07,20:01:00,8,"plant",2023-10-07 20:01:00
"1146",2,2,2023-10-07,22:01:00,7,"plant",2023-10-07 22:01:00
"1147",2,2,2023-10-08,00:01:00,6,"plant",2023-10-08 00:01:00
"1148",2,2,2023-10-08,02:01:00,5,"plant",2023-10-08 02:01:00
"1149",2,2,2023-10-08,04:01:00,5,"plant",2023-10-08 04:01:00
"1150",2,2,2023-10-08,06:01:00,4.5,"plant",2023-10-08 06:01:00
"1151",2,2,2023-10-08,08:01:00,5,"plant",2023-10-08 08:01:00
"1152",2,2,2023-10-08,10:01:00,7,"plant",2023-10-08 10:01:00
"1153",2,2,2023-10-08,12:01:00,8.5,"plant",2023-10-08 12:01:00
"1154",2,2,2023-10-08,14:01:00,10.5,"plant",2023-10-08 14:01:00
"1155",2,2,2023-10-08,16:01:00,11.5,"plant",2023-10-08 16:01:00
"1156",2,2,2023-10-08,18:01:00,9.5,"plant",2023-10-08 18:01:00
"1157",2,2,2023-10-08,20:01:00,7.5,"plant",2023-10-08 20:01:00
"1158",2,2,2023-10-08,22:01:00,6.5,"plant",2023-10-08 22:01:00
"1159",2,2,2023-10-09,00:01:00,5,"plant",2023-10-09 00:01:00
"1160",2,2,2023-10-09,02:01:00,4,"plant",2023-10-09 02:01:00
"1161",2,2,2023-10-09,04:01:00,4,"plant",2023-10-09 04:01:00
"1162",2,2,2023-10-09,06:01:00,4,"plant",2023-10-09 06:01:00
"1163",2,2,2023-10-09,08:01:00,4.5,"plant",2023-10-09 08:01:00
"1164",2,2,2023-10-09,10:01:00,7,"plant",2023-10-09 10:01:00
"1165",2,2,2023-10-09,12:01:00,11,"plant",2023-10-09 12:01:00
"1166",2,2,2023-10-09,14:01:00,16.5,"plant",2023-10-09 14:01:00
"1167",2,2,2023-10-09,16:01:00,13,"plant",2023-10-09 16:01:00
"1168",2,2,2023-10-09,18:01:00,9.5,"plant",2023-10-09 18:01:00
"1169",2,2,2023-10-09,20:01:00,7.5,"plant",2023-10-09 20:01:00
"1170",2,2,2023-10-09,22:01:00,6.5,"plant",2023-10-09 22:01:00
"1171",2,2,2023-10-10,00:01:00,6,"plant",2023-10-10 00:01:00
"1172",2,2,2023-10-10,02:01:00,5.5,"plant",2023-10-10 02:01:00
"1173",2,2,2023-10-10,04:01:00,5,"plant",2023-10-10 04:01:00
"1174",2,2,2023-10-10,06:01:00,5,"plant",2023-10-10 06:01:00
"1175",2,2,2023-10-10,08:01:00,5.5,"plant",2023-10-10 08:01:00
"1176",2,2,2023-10-10,10:01:00,8.5,"plant",2023-10-10 10:01:00
"1177",2,2,2023-10-10,12:01:00,13.5,"plant",2023-10-10 12:01:00
"1178",2,2,2023-10-10,14:01:00,10.5,"plant",2023-10-10 14:01:00
"1179",2,2,2023-10-10,16:01:00,8.5,"plant",2023-10-10 16:01:00
"1180",2,2,2023-10-10,18:01:00,7,"plant",2023-10-10 18:01:00
"1181",2,2,2023-10-10,20:01:00,5,"plant",2023-10-10 20:01:00
"1182",2,2,2023-10-10,22:01:00,4,"plant",2023-10-10 22:01:00
"1183",2,2,2023-10-11,00:01:00,4,"plant",2023-10-11 00:01:00
"1184",2,2,2023-10-11,02:01:00,4,"plant",2023-10-11 02:01:00
"1185",2,2,2023-10-11,04:01:00,4,"plant",2023-10-11 04:01:00
"1186",2,2,2023-10-11,06:01:00,3.5,"plant",2023-10-11 06:01:00
"1187",2,2,2023-10-11,08:01:00,6,"plant",2023-10-11 08:01:00
"1188",2,2,2023-10-11,10:01:00,12,"plant",2023-10-11 10:01:00
"1189",2,2,2023-10-11,12:01:00,13.5,"plant",2023-10-11 12:01:00
"1190",2,2,2023-10-11,14:01:00,13.5,"plant",2023-10-11 14:01:00
"1191",2,2,2023-10-11,16:01:00,13.5,"plant",2023-10-11 16:01:00
"1192",2,2,2023-10-11,18:01:00,9.5,"plant",2023-10-11 18:01:00
"1193",2,2,2023-10-11,20:01:00,8,"plant",2023-10-11 20:01:00
"1194",2,2,2023-10-11,22:01:00,6,"plant",2023-10-11 22:01:00
"1195",2,2,2023-10-12,00:01:00,4.5,"plant",2023-10-12 00:01:00
"1196",2,2,2023-10-12,02:01:00,3,"plant",2023-10-12 02:01:00
"1197",2,2,2023-10-12,04:01:00,2.5,"plant",2023-10-12 04:01:00
"1198",2,2,2023-10-12,06:01:00,2,"plant",2023-10-12 06:01:00
"1199",2,2,2023-10-12,08:01:00,4,"plant",2023-10-12 08:01:00
"1200",2,2,2023-10-12,10:01:00,11,"plant",2023-10-12 10:01:00
"1201",2,2,2023-10-12,12:01:00,18,"plant",2023-10-12 12:01:00
"1202",2,2,2023-10-12,14:01:00,17,"plant",2023-10-12 14:01:00
"1203",4,2,2023-07-04,12:01:00,15,"plant",2023-07-04 12:01:00
"1204",4,2,2023-07-04,14:01:00,13.5,"plant",2023-07-04 14:01:00
"1205",4,2,2023-07-04,16:01:00,13,"plant",2023-07-04 16:01:00
"1206",4,2,2023-07-04,18:01:00,11,"plant",2023-07-04 18:01:00
"1207",4,2,2023-07-04,20:01:00,8,"plant",2023-07-04 20:01:00
"1208",4,2,2023-07-04,22:01:00,6.5,"plant",2023-07-04 22:01:00
"1209",4,2,2023-07-05,00:01:00,4.5,"plant",2023-07-05 00:01:00
"1210",4,2,2023-07-05,02:01:00,4.5,"plant",2023-07-05 02:01:00
"1211",4,2,2023-07-05,04:01:00,4,"plant",2023-07-05 04:01:00
"1212",4,2,2023-07-05,06:01:00,3,"plant",2023-07-05 06:01:00
"1213",4,2,2023-07-05,08:01:00,5,"plant",2023-07-05 08:01:00
"1214",4,2,2023-07-05,10:01:00,9,"plant",2023-07-05 10:01:00
"1215",4,2,2023-07-05,12:01:00,15,"plant",2023-07-05 12:01:00
"1216",4,2,2023-07-05,14:01:00,15.5,"plant",2023-07-05 14:01:00
"1217",4,2,2023-07-05,16:01:00,13,"plant",2023-07-05 16:01:00
"1218",4,2,2023-07-05,18:01:00,9.5,"plant",2023-07-05 18:01:00
"1219",4,2,2023-07-05,20:01:00,7.5,"plant",2023-07-05 20:01:00
"1220",4,2,2023-07-05,22:01:00,7,"plant",2023-07-05 22:01:00
"1221",4,2,2023-07-06,00:01:00,6,"plant",2023-07-06 00:01:00
"1222",4,2,2023-07-06,02:01:00,5.5,"plant",2023-07-06 02:01:00
"1223",4,2,2023-07-06,04:01:00,5,"plant",2023-07-06 04:01:00
"1224",4,2,2023-07-06,06:01:00,5,"plant",2023-07-06 06:01:00
"1225",4,2,2023-07-06,08:01:00,5,"plant",2023-07-06 08:01:00
"1226",4,2,2023-07-06,10:01:00,8,"plant",2023-07-06 10:01:00
"1227",4,2,2023-07-06,12:01:00,10,"plant",2023-07-06 12:01:00
"1228",4,2,2023-07-06,14:01:00,12.5,"plant",2023-07-06 14:01:00
"1229",4,2,2023-07-06,16:01:00,14.5,"plant",2023-07-06 16:01:00
"1230",4,2,2023-07-06,18:01:00,10.5,"plant",2023-07-06 18:01:00
"1231",4,2,2023-07-06,20:01:00,8,"plant",2023-07-06 20:01:00
"1232",4,2,2023-07-06,22:01:00,6.5,"plant",2023-07-06 22:01:00
"1233",4,2,2023-07-07,00:01:00,6,"plant",2023-07-07 00:01:00
"1234",4,2,2023-07-07,02:01:00,5.5,"plant",2023-07-07 02:01:00
"1235",4,2,2023-07-07,04:01:00,5,"plant",2023-07-07 04:01:00
"1236",4,2,2023-07-07,06:01:00,5,"plant",2023-07-07 06:01:00
"1237",4,2,2023-07-07,08:01:00,5.5,"plant",2023-07-07 08:01:00
"1238",4,2,2023-07-07,10:01:00,7.5,"plant",2023-07-07 10:01:00
"1239",4,2,2023-07-07,12:01:00,9,"plant",2023-07-07 12:01:00
"1240",4,2,2023-07-07,14:01:00,12,"plant",2023-07-07 14:01:00
"1241",4,2,2023-07-07,16:01:00,13,"plant",2023-07-07 16:01:00
"1242",4,2,2023-07-07,18:01:00,10.5,"plant",2023-07-07 18:01:00
"1243",4,2,2023-07-07,20:01:00,8,"plant",2023-07-07 20:01:00
"1244",4,2,2023-07-07,22:01:00,7,"plant",2023-07-07 22:01:00
"1245",4,2,2023-07-08,00:01:00,5,"plant",2023-07-08 00:01:00
"1246",4,2,2023-07-08,02:01:00,3,"plant",2023-07-08 02:01:00
"1247",4,2,2023-07-08,04:01:00,3,"plant",2023-07-08 04:01:00
"1248",4,2,2023-07-08,06:01:00,3,"plant",2023-07-08 06:01:00
"1249",4,2,2023-07-08,08:01:00,4.5,"plant",2023-07-08 08:01:00
"1250",4,2,2023-07-08,10:01:00,7.5,"plant",2023-07-08 10:01:00
"1251",4,2,2023-07-08,12:01:00,10.5,"plant",2023-07-08 12:01:00
"1252",4,2,2023-07-08,14:01:00,10.5,"plant",2023-07-08 14:01:00
"1253",4,2,2023-07-08,16:01:00,9.5,"plant",2023-07-08 16:01:00
"1254",4,2,2023-07-08,18:01:00,8,"plant",2023-07-08 18:01:00
"1255",4,2,2023-07-08,20:01:00,6.5,"plant",2023-07-08 20:01:00
"1256",4,2,2023-07-08,22:01:00,5.5,"plant",2023-07-08 22:01:00
"1257",4,2,2023-07-09,00:01:00,5,"plant",2023-07-09 00:01:00
"1258",4,2,2023-07-09,02:01:00,5,"plant",2023-07-09 02:01:00
"1259",4,2,2023-07-09,04:01:00,4.5,"plant",2023-07-09 04:01:00
"1260",4,2,2023-07-09,06:01:00,2.5,"plant",2023-07-09 06:01:00
"1261",4,2,2023-07-09,08:01:00,2,"plant",2023-07-09 08:01:00
"1262",4,2,2023-07-09,10:01:00,2.5,"plant",2023-07-09 10:01:00
"1263",4,2,2023-07-09,12:01:00,5,"plant",2023-07-09 12:01:00
"1264",4,2,2023-07-09,14:01:00,6,"plant",2023-07-09 14:01:00
"1265",4,2,2023-07-09,16:01:00,6.5,"plant",2023-07-09 16:01:00
"1266",4,2,2023-07-09,18:01:00,5.5,"plant",2023-07-09 18:01:00
"1267",4,2,2023-07-09,20:01:00,4.5,"plant",2023-07-09 20:01:00
"1268",4,2,2023-07-09,22:01:00,4,"plant",2023-07-09 22:01:00
"1269",4,2,2023-07-10,00:01:00,3,"plant",2023-07-10 00:01:00
"1270",4,2,2023-07-10,02:01:00,3,"plant",2023-07-10 02:01:00
"1271",4,2,2023-07-10,04:01:00,3,"plant",2023-07-10 04:01:00
"1272",4,2,2023-07-10,06:01:00,3,"plant",2023-07-10 06:01:00
"1273",4,2,2023-07-10,08:01:00,3,"plant",2023-07-10 08:01:00
"1274",4,2,2023-07-10,10:01:00,5,"plant",2023-07-10 10:01:00
"1275",4,2,2023-07-10,12:01:00,7,"plant",2023-07-10 12:01:00
"1276",4,2,2023-07-10,14:01:00,8.5,"plant",2023-07-10 14:01:00
"1277",4,2,2023-07-10,16:01:00,8,"plant",2023-07-10 16:01:00
